0.0000,0.9963
0.0204,0.9963
0.0227,0.9963
0.0244,0.9963
0.0250,0.9963
0.0278,0.9963
0.0286,0.9963
0.0294,0.9963
0.0303,0.9963
0.0312,0.9963
0.0323,0.9963
0.0333,0.9963
0.0345,0.9963
0.0357,0.9963
0.0370,0.9963
0.0385,0.9963
0.0400,0.9963
0.0417,0.9963
0.0435,0.9963
0.0455,0.9963
0.0476,0.9963
0.0500,0.9963
0.0513,0.9963
0.0526,0.9963
0.0556,0.9963
0.0571,0.9963
0.0588,0.9963
0.0606,0.9963
0.0625,0.9963
0.0645,0.9963
0.0667,0.9963
0.0690,0.9963
0.0714,0.9963
0.0741,0.9963
0.0769,0.9963
0.0800,0.9963
0.0833,0.9963
0.0870,0.9963
0.0909,0.9963
0.0938,0.9963
0.0952,0.9963
0.0968,0.9963
0.1000,0.9963
0.1034,0.9963
0.1053,0.9963
0.1071,0.9963
0.1111,0.9963
0.1154,0.9963
0.1176,0.9963
0.1200,0.9963
0.1250,0.9963
0.1304,0.9963
0.1333,0.9963
0.1364,0.9963
0.1379,0.9963
0.1429,0.9964
0.1481,0.9964
0.1500,0.9964
0.1538,0.9964
0.1579,0.9964
0.1600,0.9964
0.1613,0.9964
0.1667,0.9965
0.1739,0.9965
0.1765,0.9965
0.1786,0.9965
0.1818,0.9965
0.1852,0.9965
0.1875,0.9965
0.2000,0.9968
0.2083,0.9968
0.2105,0.9968
0.2121,0.9968
0.2143,0.9968
0.2222,0.9968
0.2308,0.9968
0.2353,0.9968
0.2500,0.9976
0.2667,0.9976
0.2727,0.9976
0.2857,0.9977
0.2941,0.9977
0.3000,0.9977
0.3077,0.9977
0.3333,0.9990
0.3529,0.9990
0.3571,0.9990
0.3636,0.9990
0.3750,0.9990
0.4000,0.9990
0.4167,0.9990
0.4286,0.9990
0.4444,0.9990
0.4545,0.9990
0.5000,0.9996
0.5455,0.9996
0.5556,0.9996
0.5714,0.9996
0.6000,0.9996
0.6250,0.9996
0.6364,0.9996
0.6667,0.9997
0.7143,0.9997
0.7273,0.9997
0.7500,0.9997
0.8000,0.9997
0.8333,0.9997
0.8571,0.9997
0.8750,0.9997
0.8889,0.9997
1.0000,1.0000
